eth_src_addr,eth_dst_addr,eth_prot,IP_vers,IHL,type_svc,tot_len,id,TTL,IP_prot,IP_prot_name,hdr_chksm,src_ip,dst_ip
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,16783,128,17,User Datagram,39717,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,17039,128,17,User Datagram,39461,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,17551,128,17,User Datagram,38949,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,17807,128,17,User Datagram,38693,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,18575,128,17,User Datagram,37925,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,18831,128,17,User Datagram,37669,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,19087,128,17,User Datagram,37413,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,19343,128,17,User Datagram,37157,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,19599,128,17,User Datagram,36901,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,20623,128,17,User Datagram,35877,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,20879,128,17,User Datagram,35621,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,21135,128,17,User Datagram,35365,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,21391,128,17,User Datagram,35109,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,21647,128,17,User Datagram,34853,192.168.1.158,192.168.1.255
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,22415,128,17,User Datagram,34085,192.168.1.158,192.168.1.255
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,55249,64,6,TCP,52442,192.168.1.168,99.84.104.123
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,8698,243,6,TCP,33279,99.84.104.123,192.168.1.168
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,22927,128,17,User Datagram,33573,192.168.1.158,192.168.1.255
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,15360,32364,64,17,User Datagram,14666,192.168.1.168,192.168.1.1
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,28416,29232,64,17,User Datagram,4806,192.168.1.1,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,15360,5789,64,6,TCP,25418,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,15360,0,58,6,TCP,31213,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,6045,64,6,TCP,27210,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,49409,6301,64,6,TCP,56392,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,42241,48580,58,6,TCP,21287,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,6557,64,6,TCP,26698,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,48324,58,6,TCP,50472,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,6813,64,6,TCP,26442,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,48836,58,6,TCP,49960,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,7069,64,6,TCP,26186,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,49092,58,6,TCP,49704,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,16384,7325,64,6,TCP,22858,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,15360,10213,64,6,TCP,20994,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,49348,58,6,TCP,49448,151.101.249.140,192.168.1.168
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,15360,0,57,6,TCP,31214,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,10469,64,6,TCP,22786,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,14594,10725,64,6,TCP,21248,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,34323,57,6,TCP,64474,151.101.249.140,192.168.1.168
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,34579,57,6,TCP,37589,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,10981,64,6,TCP,22274,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,34835,57,6,TCP,37333,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,11237,64,6,TCP,22018,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,51716,35091,57,6,TCP,25302,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,11493,64,6,TCP,21762,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,37120,11749,64,6,TCP,63233,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13825,35347,57,6,TCP,62937,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,26880,12005,64,6,TCP,7682,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,27648,12261,64,6,TCP,6658,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,24064,12517,64,6,TCP,9986,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,20481,12773,64,6,TCP,13313,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,27904,35603,57,6,TCP,48602,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,23040,13029,64,6,TCP,10498,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,13312,35859,57,6,TCP,62938,151.101.249.140,192.168.1.168
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,23040,36115,57,6,TCP,52954,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,13285,64,6,TCP,19970,192.168.1.168,151.101.249.140
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,23183,128,17,User Datagram,33317,192.168.1.158,192.168.1.255
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,36371,57,6,TCP,35797,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,13541,64,6,TCP,19714,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,36627,57,6,TCP,35541,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,13797,64,6,TCP,19458,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,18432,36883,57,6,TCP,56794,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,14053,64,6,TCP,19202,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,37139,57,6,TCP,35029,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,14309,64,6,TCP,18946,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,37395,57,6,TCP,34773,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,14565,64,6,TCP,18690,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,18432,37651,57,6,TCP,56026,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,14821,64,6,TCP,18434,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,37907,57,6,TCP,34261,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,15077,64,6,TCP,18178,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,38163,57,6,TCP,34005,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,15333,64,6,TCP,17922,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,18432,38419,57,6,TCP,55258,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,15589,64,6,TCP,17666,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,38675,57,6,TCP,33493,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,15845,64,6,TCP,17410,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,38931,57,6,TCP,33237,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,16101,64,6,TCP,17154,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,39187,57,6,TCP,32981,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,16357,64,6,TCP,16898,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,39443,57,6,TCP,32725,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,16613,64,6,TCP,16642,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,39699,57,6,TCP,32469,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,16869,64,6,TCP,16386,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,39955,57,6,TCP,32213,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,17125,64,6,TCP,16130,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,40211,57,6,TCP,31957,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,17381,64,6,TCP,15874,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,40467,57,6,TCP,31701,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,17637,64,6,TCP,15618,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,40723,57,6,TCP,31445,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,17893,64,6,TCP,15362,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,40979,57,6,TCP,31189,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,18149,64,6,TCP,15106,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,41235,57,6,TCP,30933,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,18405,64,6,TCP,14850,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,41491,57,6,TCP,30677,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,18661,64,6,TCP,14594,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,41747,57,6,TCP,30421,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,18917,64,6,TCP,14338,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,42003,57,6,TCP,30165,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,19173,64,6,TCP,14082,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,42259,57,6,TCP,29909,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,19429,64,6,TCP,13826,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,42515,57,6,TCP,29653,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,19685,64,6,TCP,13570,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,42771,57,6,TCP,29397,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,19941,64,6,TCP,13314,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,43027,57,6,TCP,29141,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,20197,64,6,TCP,13058,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,43283,57,6,TCP,28885,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,20453,64,6,TCP,12802,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,43539,57,6,TCP,28629,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,20709,64,6,TCP,12546,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,43795,57,6,TCP,28373,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,20965,64,6,TCP,12290,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,44051,57,6,TCP,28117,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,21221,64,6,TCP,12034,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,44307,57,6,TCP,27861,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,21477,64,6,TCP,11778,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,44563,57,6,TCP,27605,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,21733,64,6,TCP,11522,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,44819,57,6,TCP,27349,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,21989,64,6,TCP,11266,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,45075,57,6,TCP,27093,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,22245,64,6,TCP,11010,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,45331,57,6,TCP,26837,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,22501,64,6,TCP,10754,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,45587,57,6,TCP,26581,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,22757,64,6,TCP,10498,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,45843,57,6,TCP,26325,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,23013,64,6,TCP,10242,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,46099,57,6,TCP,26069,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,23269,64,6,TCP,9986,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,46355,57,6,TCP,25813,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,23525,64,6,TCP,9730,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,46611,57,6,TCP,25557,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,23781,64,6,TCP,9474,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,46867,57,6,TCP,25301,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,24037,64,6,TCP,9218,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,47123,57,6,TCP,25045,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,24293,64,6,TCP,8962,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,47379,57,6,TCP,24789,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,24549,64,6,TCP,8706,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,47635,57,6,TCP,24533,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,24805,64,6,TCP,8450,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,47891,57,6,TCP,24277,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,25061,64,6,TCP,8194,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,48147,57,6,TCP,24021,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,25317,64,6,TCP,7938,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,48403,57,6,TCP,23765,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,25573,64,6,TCP,7682,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,48659,57,6,TCP,23509,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,25829,64,6,TCP,7426,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,48915,57,6,TCP,23253,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,26085,64,6,TCP,7170,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,49171,57,6,TCP,22997,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,26341,64,6,TCP,6914,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,39941,49427,57,6,TCP,22741,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,26597,64,6,TCP,6658,192.168.1.168,151.101.249.140
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,23043,49683,57,6,TCP,39383,151.101.249.140,192.168.1.168
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,13312,26853,64,6,TCP,6402,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,16896,34668,64,17,User Datagram,10826,192.168.1.168,192.168.1.1
20-C0-47-ED-6C-D2,B8-27-EB-6C-3D-87,8,4,20,0,29952,1686,64,17,User Datagram,30816,192.168.1.1,192.168.1.168
1C-1B-0D-04-CE-0B,FF-FF-FF-FF-FF-FF,8,4,20,0,8961,23439,128,17,User Datagram,33061,192.168.1.158,192.168.1.255
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,51712,27109,64,6,TCP,33281,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,37376,27365,64,6,TCP,47361,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,7425,27621,64,6,TCP,11521,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,50688,27877,64,6,TCP,33537,192.168.1.168,151.101.249.140
B8-27-EB-6C-3D-87,20-C0-47-ED-6C-D2,8,4,20,0,51712,28133,64,6,TCP,32257,192.168.1.168,151.101.249.140
